Date,Close/Last,Volume,Open,High,Low
04/15/2026,266.43,0.6324748330476627,1.0625143567445576,2.3774714530499166,1.4528757402971126
04/14/2026,258.83,0.5158057961387642,1.3555836622159223,1.2440768926884571,1.3062508049620452
04/13/2026,259.2,-0.4019389527702076,1.4865869923114234,0.8156880199816416,1.1809101344336883
04/10/2026,260.48,-0.7757540184424752,1.5541144820513704,1.3077232394906104,1.7397639807083523
04/09/2026,260.49,-1.0154669949122168,1.289406722270773,1.0457940430355877,1.0413799540341822
04/08/2026,258.9,-0.039101121605131885,1.1408462448428864,0.7104022747523882,1.150166196379549
04/07/2026,253.5,1.557667555410846,0.520943889030168,-0.15859067337443483,-1.4110403353603975
04/06/2026,258.86,-0.9240903653695034,0.6168329244608978,1.3003794302442147,1.1336117681965594
04/02/2026,255.92,-0.7759128238466162,-0.0071210807362138,-0.1757262282827058,-0.2404057709917181
04/01/2026,255.63,-0.1127066702082608,-0.03953427581138194,-0.1634865462053654,0.39339233658566736
03/31/2026,253.79,0.6086222613456892,-1.70611272259328,-0.33484209528809583,-1.079715279869382
03/30/2026,246.63,-0.15907936064984413,-1.1226752112401381,-1.4633407828186178,-1.4559737832856592
03/27/2026,248.8,0.48020994290867114,-0.08815406842414568,-0.3316597779479868,-0.8505546954505457
03/26/2026,252.89,0.01866472225925067,-0.5703003451673668,0.03724423986296936,-0.2120267512494461
03/25/2026,252.62,-0.9886137572881892,-0.03548262642698881,-0.45234304323053415,-0.01573853136540935
03/24/2026,251.64,0.27242365861715595,-1.047044422731397,-0.4951819305012185,-0.5005467852958668
03/23/2026,251.49,-0.07590313969048615,-0.06924637129696234,-0.5502604998492363,-0.32790774853038784
03/20/2026,247.99,3.5376737520781223,-1.6885555752608943,-1.8721706435658456,-1.3400927860047176
03/19/2026,248.96,-0.505587458971967,-1.303648883743193,-1.2283388869337342,-1.0326534054634466
03/18/2026,249.94,-0.4379976103209401,-0.4325442660978773,-0.46703066172333985,-0.6306172924479445
03/17/2026,254.23,-0.6948282969246579,-0.3434079796411438,-0.42051986982945755,0.12142673072223638
03/16/2026,252.82,-0.7165619508056648,-0.5730014447569699,-0.7252879535551646,-0.42250448100462556
